original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/02_original_order_full_pointer_3x/diagnostics/family_domain_isolation_v2/local_proteus_gate/D06_CAP_POT_ONLY_1X_LEGACY_NORMAL_GATE_COPY.pdsprj,17828f314995b07a593f546b07a94ed651c021e9de3b7c6f22ac77a018f63a9b,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/02_original_order_full_pointer_3x/diagnostics/family_domain_isolation_v2/local_proteus_gate/D07_RES_CAP_POT_ONLY_1X_LEGACY_NORMAL_GATE_COPY.pdsprj,8323403f11dcac2d37109356b65e289e02ff0b2a717e0224441cb010e2a64755,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/02_original_order_full_pointer_3x/diagnostics/family_domain_isolation_v2/local_proteus_gate/D08_CAP_POT_ONLY_1X_CAP_0100_NORMAL_GATE_COPY.pdsprj,38e589e5ed8c1aa45aeb3aaf1007a623422f37afe6aea77b5db9980c35637c9d,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/02_original_order_full_pointer_3x/diagnostics/local_proteus_gate/U02_FULLPTR_SINGLE_FINALIZER_NORMAL_GATE_COPY.pdsprj,69c1c536c73d0044b9329f87c1b9202fac4cdd37bd969143c81929e4dd0be6b5,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/02_original_order_full_pointer_3x/local_proteus_gate/U02_43F_ORIGINAL_ORDER_FULLPTR_3X_NORMAL_GATE_COPY.pdsprj,8a5d8dc13134bd50f104e1f402b5e1422e083b296657b05efb58f8ca31962359,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/03_cap_prefix_separator_repair/local_proteus_gate/D09_CAP_POT_ONLY_1X_COLD_REOPEN_GATE_COPY.pdsprj,306cca9127e8c54a388f73e23b39f0e0356034c3a6196763eaf89d86fce0588f,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/03_cap_prefix_separator_repair/local_proteus_gate/D09_CAP_POT_ONLY_1X_NORMAL_GATE_COPY.pdsprj,306cca9127e8c54a388f73e23b39f0e0356034c3a6196763eaf89d86fce0588f,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U11_43F_ORIGINAL_ORDER_LEGACY_1X_COLD_REOPEN_GATE_COPY.pdsprj,8c4bef35d257dada66ffccf826221071b2d5063943d709f77f5571a4c33ff2b9,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U11_43F_ORIGINAL_ORDER_LEGACY_1X_NORMAL_GATE_COPY.pdsprj,8c4bef35d257dada66ffccf826221071b2d5063943d709f77f5571a4c33ff2b9,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U12_43F_ORIGINAL_ORDER_LEGACY_3X_COLD_REOPEN_GATE_COPY.pdsprj,bd24592c9193b8bb8e2bb45a15c63d9add347f40d4e1fb441c29f980ca4d4b80,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U12_43F_ORIGINAL_ORDER_LEGACY_3X_DETAILED_GATE_COPY.pdsprj,bd24592c9193b8bb8e2bb45a15c63d9add347f40d4e1fb441c29f980ca4d4b80,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U12_43F_ORIGINAL_ORDER_LEGACY_3X_DISMISS_DIAGNOSTIC_COPY.pdsprj,bd24592c9193b8bb8e2bb45a15c63d9add347f40d4e1fb441c29f980ca4d4b80,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U12_43F_ORIGINAL_ORDER_LEGACY_3X_NORMAL_GATE_COPY.pdsprj,bd24592c9193b8bb8e2bb45a15c63d9add347f40d4e1fb441c29f980ca4d4b80,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U13_43F_ORIGINAL_ORDER_BARE_3X_GATE_COPY.pdsprj,cd8773764e5c0505be4675c862ac3539811b74d49c6bc7cf341ab99311336ed7,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/04_original_order_legacy_retest/local_proteus_gate/U14_43F_ORIGINAL_ORDER_FULLPTR_3X_GATE_COPY.pdsprj,8a5d8dc13134bd50f104e1f402b5e1422e083b296657b05efb58f8ca31962359,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/05_original_order_fullpointer_postcap/U15_43F_ORIGINAL_ORDER_FULLPTR_POSTCAP_3X_GATE_COPY.pdsprj,8a5d8dc13134bd50f104e1f402b5e1422e083b296657b05efb58f8ca31962359,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/06_pointer_field_matrix/V01_TERMINAL_FULL_COMPONENT_LEGACY_GATE_COPY.pdsprj,b3d10cccfd73c8a383ac7000a83acc86332a589e08008d700bddef03c6764b34,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/06_pointer_field_matrix/V02_TERMINAL_LEGACY_COMPONENT_FULL_GATE_COPY.pdsprj,366e8a116ec29be523a0c8e96d83a0a3f7679342400d78a329ec8dc74c846536,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/06_pointer_field_matrix/V03_ORIGINAL_0100_CLASS_LEGACY_GATE_COPY.pdsprj,d7a2016a7b9a93dbcf877759f3bc4f44a57768b06873aa3171dbc140567017fc,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/06_pointer_field_matrix/V04_FULLPTR_WITH_ORIGINAL_FULL_CDB_GATE_COPY.pdsprj,9ee27363e8f42444b0b2ce2d499552ba7307f3b48712a57a328abb0ce1430982,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/06_pointer_field_matrix/V05_FULLPTR_MANUAL_00FF_FINALIZER_GATE_COPY.pdsprj,1e4f55af5fc8021056402cd2d911e4d0150291615a1f3a236f93ed3d5d7ca9e0,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/frozen_43_family_mix_matrix_v1_temp_2026_07_16/17_switch_bare_full_mix/U19_43F_SWITCH_BARE_3X_TERMINALIZED_COLD_GATE_COPY.pdsprj,117d7f942aba828cf37fe4b8f361af2045899e0a53a0078e43e4149b78d66cea,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T01_DONOR02_REPACK_EXACT/IND_V2_T01_DONOR02_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T01_DONOR02_REPACK_EXACT/IND_V2_T01_DONOR02_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,1f0f40e3539f6ab873bc2ba6890671dfacf41a8de9af015139b50e8b3a17f22b,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T02_E001_DONOR02_EXACT_CHUNK/IND_V2_T02_E001_DONOR02_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T02_E001_DONOR02_EXACT_CHUNK/IND_V2_T02_E001_DONOR02_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,c914480f414f3e95776c2e96ccc79205c5498126e638ff7f21f7d39eed200cf3,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T03_SUFFIX_PRESERVED_SINGLE/IND_V2_T03_SUFFIX_PRESERVED_SINGLE.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T03_SUFFIX_PRESERVED_SINGLE/IND_V2_T03_SUFFIX_PRESERVED_SINGLE.pdsprj.M_TAHABINZAEEM.tahab.workspace,ac72c21019cabe745acbd3a8e2c0c4be9dedbce65d13a1cf83e3d2584477645e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T04_SUFFIX_PRESERVED_RENAMED/IND_V2_T04_SUFFIX_PRESERVED_RENAMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T04_SUFFIX_PRESERVED_RENAMED/IND_V2_T04_SUFFIX_PRESERVED_RENAMED.pdsprj.M_TAHABINZAEEM.tahab.workspace,f88b81411066e58d4527316a34b977462c73f7c8a2ecde817315f131173e9265,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T05_DONOR03_REPACK_EXACT/IND_V2_T05_DONOR03_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T05_DONOR03_REPACK_EXACT/IND_V2_T05_DONOR03_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,4ea44c228670e5c6252748678fc8111acdfafb7cc459fff3064d05482215fc88,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T06_E001_DONOR03_EXACT_CHUNK/IND_V2_T06_E001_DONOR03_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T06_E001_DONOR03_EXACT_CHUNK/IND_V2_T06_E001_DONOR03_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,e99aa2d5875b007458cf63f43dce1944c4766068ffa3f830635cc7d02cc745f7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T08_DONOR04_REPACK_EXACT/IND_V2_T08_DONOR04_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T08_DONOR04_REPACK_EXACT/IND_V2_T08_DONOR04_REPACK_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,50cf84e6a5fe3dba2e1ba8d5e377b1bcc124c8287ba94770a7be2da43883233f,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v2_suffix_temp_2026_05_31/IND_V2_T09_E001_DONOR04_EXACT_CHUNK/IND_V2_T09_E001_DONOR04_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v2_suffix_temp_2026_05_31/IND_V2_T09_E001_DONOR04_EXACT_CHUNK/IND_V2_T09_E001_DONOR04_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,3f8e6f385612ae5ba6362d3db91384629791e3d6e10dc358977563b47918330e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v3_multi_temp_2026_05_31/IND_V3_T01_REBUILD_DONOR03_PER_INDEX_EXACT/IND_V3_T01_REBUILD_DONOR03_PER_INDEX_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v3_multi_temp_2026_05_31/IND_V3_T01_REBUILD_DONOR03_PER_INDEX_EXACT/IND_V3_T01_REBUILD_DONOR03_PER_INDEX_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,9ef03b4d69c9156c1dff65f744ad1575463a91af126a5dfde5376cfe2b9de40b,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v3_multi_temp_2026_05_31/IND_V3_T02_THREE_RENAMED_DONOR_GEOMETRY/IND_V3_T02_THREE_RENAMED_DONOR_GEOMETRY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v3_multi_temp_2026_05_31/IND_V3_T02_THREE_RENAMED_DONOR_GEOMETRY/IND_V3_T02_THREE_RENAMED_DONOR_GEOMETRY.pdsprj.M_TAHABINZAEEM.tahab.workspace,0f7f6eea1b0867c748f91f33e4177c2e46102eda68a82b8367ac5d717f32e77d,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v3_multi_temp_2026_05_31/IND_V3_T03_THREE_RIGID_TRANSLATED_DONOR_GEOMETRY/IND_V3_T03_THREE_RIGID_TRANSLATED_DONOR_GEOMETRY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v3_multi_temp_2026_05_31/IND_V3_T03_THREE_RIGID_TRANSLATED_DONOR_GEOMETRY/IND_V3_T03_THREE_RIGID_TRANSLATED_DONOR_GEOMETRY.pdsprj.M_TAHABINZAEEM.tahab.workspace,4c9149787bd249edc01e24f1c1703f3ff11dee9a3623d54b6a435eeaf3665d42,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v3_multi_temp_2026_05_31/IND_V3_T04_THREE_RENAMED_RIGID_TRANSLATED/IND_V3_T04_THREE_RENAMED_RIGID_TRANSLATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v3_multi_temp_2026_05_31/IND_V3_T04_THREE_RENAMED_RIGID_TRANSLATED/IND_V3_T04_THREE_RENAMED_RIGID_TRANSLATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,49a04cca564f75446483123f15985f621a87a2223409312e6f7c588a640b5b18,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v3_multi_temp_2026_05_31/IND_V3_T05_FORMULA_COORDS_FIXED_INDEX_SUFFIX/IND_V3_T05_FORMULA_COORDS_FIXED_INDEX_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v3_multi_temp_2026_05_31/IND_V3_T05_FORMULA_COORDS_FIXED_INDEX_SUFFIX/IND_V3_T05_FORMULA_COORDS_FIXED_INDEX_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,c8db0d21e7796403bc3f3bece79c49413a797071aae830a0898eb7d25ee83977,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T01_SINGLE_V0_G0_GENERATED/IND_V4_T01_SINGLE_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T01_SINGLE_V0_G0_GENERATED/IND_V4_T01_SINGLE_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,31d3a6373c02fa43275dc17163392c5a88bf07bcd7871fd41860fcffc0e9ef71,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T02_SERIES2_V0_G0_GENERATED/IND_V4_T02_SERIES2_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T02_SERIES2_V0_G0_GENERATED/IND_V4_T02_SERIES2_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,2db54cddd9799caa2ebb094d3115ebbc0fc830dd7f00c1c1766f5412a0b63f42,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T03_SERIES3_V0_G0_GENERATED/IND_V4_T03_SERIES3_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T03_SERIES3_V0_G0_GENERATED/IND_V4_T03_SERIES3_V0_G0_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,2a265014c3d053e503efb11dd6aaeeec6bdf6b0107ba2a4cba267ac540a00bb1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T05_T_NETWORK_POWER_GROUND_GENERATED/IND_V4_T05_T_NETWORK_POWER_GROUND_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v4_power_ground_temp_2026_05_31/IND_V4_T05_T_NETWORK_POWER_GROUND_GENERATED/IND_V4_T05_T_NETWORK_POWER_GROUND_GENERATED.pdsprj.M_TAHABINZAEEM.tahab.workspace,b5aaaeb74f632abf951548a664b281f588d4119bd57ff43f817ff5eeb85d03f0,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T01_E001_DONOR04_EXACT_CHUNK_CONTROL/IND_V5_T01_E001_DONOR04_EXACT_CHUNK_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T01_E001_DONOR04_EXACT_CHUNK_CONTROL/IND_V5_T01_E001_DONOR04_EXACT_CHUNK_CONTROL.pdsprj.M_TAHABINZAEEM.tahab.workspace,f947fcfbfedc6d93fffa89533846f9e20fccc2528ab114aa2058d7099658005a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T02_REBUILD_DONOR04_SLICES_EXACT/IND_V5_T02_REBUILD_DONOR04_SLICES_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T02_REBUILD_DONOR04_SLICES_EXACT/IND_V5_T02_REBUILD_DONOR04_SLICES_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,cb2e1ac0e51651b3a2219efb35bc0c743e8ccd3d54cf502b5ee17eeada3ba862,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T03_GENERATED_SAME_DONOR04_ORDER/IND_V5_T03_GENERATED_SAME_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T03_GENERATED_SAME_DONOR04_ORDER/IND_V5_T03_GENERATED_SAME_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,cb2e1ac0e51651b3a2219efb35bc0c743e8ccd3d54cf502b5ee17eeada3ba862,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T04_RENAMED_REF_DONOR04_ORDER/IND_V5_T04_RENAMED_REF_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T04_RENAMED_REF_DONOR04_ORDER/IND_V5_T04_RENAMED_REF_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,cb2e1ac0e51651b3a2219efb35bc0c743e8ccd3d54cf502b5ee17eeada3ba862,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T05_RENAMED_VALUE_DONOR04_ORDER/IND_V5_T05_RENAMED_VALUE_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v5_donor04_order_temp_2026_05_31/IND_V5_T05_RENAMED_VALUE_DONOR04_ORDER/IND_V5_T05_RENAMED_VALUE_DONOR04_ORDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,cb2e1ac0e51651b3a2219efb35bc0c743e8ccd3d54cf502b5ee17eeada3ba862,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T01_E001_DONOR05_EXACT_CHUNK/IND_V8_T01_E001_DONOR05_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T01_E001_DONOR05_EXACT_CHUNK/IND_V8_T01_E001_DONOR05_EXACT_CHUNK.pdsprj.M_TAHABINZAEEM.tahab.workspace,89b2d302d3bbc0739881455c991c24c7d3db8e390c463b5f99fb8b790f991819,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T02_REBUILD_DONOR05_SEQUENTIAL_EXACT/IND_V8_T02_REBUILD_DONOR05_SEQUENTIAL_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T02_REBUILD_DONOR05_SEQUENTIAL_EXACT/IND_V8_T02_REBUILD_DONOR05_SEQUENTIAL_EXACT.pdsprj.M_TAHABINZAEEM.tahab.workspace,5d424058d4db5b4f95f8baea41f5c8e5e39b42a6e231bb93014f15559d62dd78,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T03_6L_SEQUENTIAL_EXTENDED_SUFFIX/IND_V8_T03_6L_SEQUENTIAL_EXTENDED_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T03_6L_SEQUENTIAL_EXTENDED_SUFFIX/IND_V8_T03_6L_SEQUENTIAL_EXTENDED_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,c0837d46ab6f2206409a5f2f66e6c1eeccb69ea0374911ec705dcc68800dbba3,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
